Date,Price,Open,High,Low,Vol.,Change %
2018-10-02,13900.0,13900.0,14050.0,13700.0,9.28M,0.36%
2018-10-03,13850.0,13800.0,14050.0,13800.0,16.35M,-0.36%
2018-10-04,13850.0,13900.0,13950.0,13800.0,8.96M,0.00%
2018-10-05,13800.0,13800.0,14300.0,13750.0,19.48M,-0.36%
2018-10-08,13850.0,13650.0,13950.0,13600.0,17.69M,0.36%
2018-10-09,13550.0,13950.0,13950.0,13400.0,19.46M,-2.17%
2018-10-10,13400.0,13500.0,13600.0,13300.0,9.02M,-1.11%
2018-10-11,12500.0,12950.0,13100.0,12500.0,24.73M,-6.72%
2018-10-12,13050.0,12400.0,13100.0,12300.0,14.99M,4.40%
2018-10-15,12950.0,13000.0,13200.0,12900.0,7.83M,-0.77%
2018-10-16,13600.0,13000.0,13600.0,13000.0,9.79M,5.02%
2018-10-17,13550.0,13900.0,13900.0,13450.0,8.92M,-0.37%
2018-10-18,13500.0,13350.0,13850.0,13350.0,14.18M,-0.37%
2018-10-19,13450.0,13300.0,13600.0,13250.0,8.31M,-0.37%
2018-10-22,12950.0,13350.0,13500.0,12950.0,8.69M,-3.72%
2018-10-23,12550.0,12800.0,12950.0,12350.0,9.77M,-3.09%
2018-10-24,12600.0,12600.0,12850.0,12550.0,6.59M,0.40%
2018-10-25,12550.0,11950.0,12650.0,11950.0,6.17M,-0.40%
2018-10-26,12300.0,12750.0,12750.0,12300.0,5.79M,-1.99%
2018-10-29,12000.0,12300.0,12350.0,11950.0,5.71M,-2.44%
2018-10-30,11950.0,11950.0,12300.0,11900.0,5.09M,-0.42%
2018-10-31,12500.0,12200.0,12500.0,12150.0,5.14M,4.60%
2018-11-01,12200.0,12550.0,12600.0,12200.0,3.09M,-2.40%
2018-11-02,12400.0,12350.0,12550.0,12200.0,6.06M,1.64%
2018-11-05,12350.0,12300.0,12400.0,12200.0,3.02M,-0.40%
2018-11-06,12250.0,12400.0,12500.0,12250.0,3.48M,-0.81%
